title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,price,media_course_effort,price_extracted,length_extracted,ingreso_por_curso,esfuerzo_total,esfuerzo_group,log_n_enrolled,esfuerzo_group_str
Advanced Linear Algebra: Foundations to Frontiers,0,Self-paced on your time,The University of Texas at Austin,Advanced,Computer Science,English,English,8–12 hours per week,16 Weeks,FREE-Add a Verified Certificate for $49 USD,10.0,49,16,0,160.0,"(100.0, inf]",-inf,"(100.0, inf]"
Entrepreneurial Opportunities,27182,Self-paced on your time,University of Adelaide,Introductory,Business & Management,English,English,2–3 hours per week,5 Weeks,FREE-Add a Verified Certificate for $50 USD,2.5,50,5,1359100,12.5,"(10.0, 20.0]",10.210310268515293,"(10.0, 20.0]"
Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,Introductory,Environmental Studies,Español,Español,3–4 hours per week,10 Weeks,FREE-Add a Verified Certificate for $25 USD,3.5,25,10,964525,35.0,"(30.0, 40.0]",10.560515206289688,"(30.0, 40.0]"
Understanding Political Concepts,7421,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,English,English,4–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $59 USD,5.0,59,6,437839,30.0,"(20.0, 30.0]",8.912069097970134,"(20.0, 30.0]"
How to Code: Complex Data,34190,Self-paced on your time,University of British Columbia,Introductory,Computer Science,English,English,2–3 hours per week,6 Weeks,FREE-Add a Verified Certificate for $125 USD,2.5,125,6,4273750,15.0,"(10.0, 20.0]",10.439688482633347,"(10.0, 20.0]"
Hypersonics – from Shock Waves to Scramjets,19043,Self-paced on your time,The University of Queensland,Advanced,Engineering,English,English,4–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $99 USD,6.0,99,4,1885257,24.0,"(20.0, 30.0]",9.854454858958817,"(20.0, 30.0]"
Micro and Nanofabrication (MEMS),16094,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,English,"English, Français",3–5 hours per week,7 Weeks,FREE-Add a Verified Certificate for $199 USD,4.0,199,7,3202706,28.0,"(20.0, 30.0]",9.686201810706079,"(20.0, 30.0]"
Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,Intermediate,Science,English,English,3–4 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,3.5,49,5,367549,17.5,"(10.0, 20.0]",8.922791623969637,"(10.0, 20.0]"
Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,Intermediate,Business & Management,English,English,4–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,5.0,149,4,2086447,20.0,"(10.0, 20.0]",9.547026871355778,"(10.0, 20.0]"
Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,Intermediate,Social Sciences,English,English,4–10 hours per week,3 Weeks,FREE-Add a Verified Certificate for $169 USD,7.0,169,3,2782923,21.0,"(20.0, 30.0]",9.709113657218,"(20.0, 30.0]"
The Business of Mining,20406,Self-paced on your time,Curtin University,Introductory,Business & Management,English,English,2–3 hours per week,4 Weeks,FREE-Add a Verified Certificate for $139 USD,2.5,139,4,2836434,10.0,"(0.0, 10.0]",9.92358425423525,"(0.0, 10.0]"
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,English,English,8–10 hours per week,8 Weeks,FREE-Add a Verified Certificate for $199 USD,9.0,199,8,1894878,72.0,"(70.0, 80.0]",9.161360189754465,"(70.0, 80.0]"
The Business of Aging in the Longevity Economy,0,Self-paced on your time,Georgetown University,Introductory,Social Sciences,English,English,1–2 hours per week,4 Weeks,FREE-Add a Verified Certificate for $139 USD,1.5,139,4,0,6.0,"(0.0, 10.0]",-inf,"(0.0, 10.0]"
Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,Introductory,Medicine,English,English,1–2 hours per week,9 Weeks,FREE-Add a Verified Certificate for $59 USD,1.5,59,9,492237,13.5,"(10.0, 20.0]",9.029178142902074,"(10.0, 20.0]"
Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,Intermediate,Social Sciences,English,"English, Português, Русский",4–6 hours per week,14 Weeks,FREE-Add a Verified Certificate for $49 USD,5.0,49,14,490931,70.0,"(60.0, 70.0]",9.212238569259263,"(60.0, 70.0]"
Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,Advanced,Computer Science,English,English,2–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $199 USD,3.5,199,4,0,14.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Multi-Object Tracking for Automotive Systems,8581,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,English,10–20 hours per week,10 Weeks,FREE-Add a Verified Certificate for $249 USD,15.0,249,10,2136669,150.0,"(100.0, inf]",9.057305735807121,"(100.0, inf]"
Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,English,English,12–20 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,16.0,149,4,0,64.0,"(60.0, 70.0]",-inf,"(60.0, 70.0]"
Strategic Leadership in Healthcare,6237,Self-paced on your time,Doane University,Intermediate,Business & Management,English,English,5–10 hours per week,5 Weeks,FREE-Add a Verified Certificate for $199 USD,7.5,199,5,1241163,37.5,"(30.0, 40.0]",8.738254576526122,"(30.0, 40.0]"
Terrorism and Counterterrorism: An Introduction,14128,Self-paced on your time,Georgetown University,Introductory,Humanities,English,English,8–10 hours per week,3 Weeks,FREE-Add a Verified Certificate for $49 USD,9.0,49,3,692272,27.0,"(20.0, 30.0]",9.555913922843741,"(20.0, 30.0]"
Exploring Psychology's Core Concepts|走进心理学,5741,Self-paced on your time,Tsinghua University,Introductory,Social Sciences,English,English,3–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $139 USD,4.0,139,6,797999,24.0,"(20.0, 30.0]",8.655388690167637,"(20.0, 30.0]"
Creating Virtual Reality (VR) Apps,22349,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,English,English,5–7 hours per week,6 Weeks,FREE-Add a Verified Certificate for $99 USD,6.0,99,6,2212551,36.0,"(30.0, 40.0]",10.014536856311423,"(30.0, 40.0]"
Análisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,4–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,5,0,22.5,"(20.0, 30.0]",-inf,"(20.0, 30.0]"
Steps in Japanese for Beginners2 Part1,0,Self-paced on your time,Waseda University,Introductory,Language,English,English,3–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,4.0,99,5,0,20.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
"Competencias para buscar, mantener y promocionar en un empleo",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,Español,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,4,0,16.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Dynamics and Control,27763,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,English,English,4–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $50 USD,4.5,50,6,1388150,27.0,"(20.0, 30.0]",10.231459477945954,"(20.0, 30.0]"
Finding Your Cybersecurity Career Path,19283,Self-paced on your time,University of Washington,Introductory,Computer Science,English,English,2–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $199 USD,3.5,199,6,3837317,21.0,"(20.0, 30.0]",9.866979157719605,"(20.0, 30.0]"
Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Humanities,Español,Español,3–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $29 USD,3.5,29,6,367546,21.0,"(20.0, 30.0]",9.447307929883463,"(20.0, 30.0]"
Mechanics: Rotational Dynamics,13183,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,English,English,10–12 hours per week,12 Weeks,FREE-Add a Verified Certificate for $49 USD,11.0,49,12,645967,132.0,"(100.0, inf]",9.48668339975797,"(100.0, inf]"
Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,Introductory,Medicine,English,English,5–10 hours per week,3 Weeks,FREE-Add a Verified Certificate for $199 USD,7.5,199,3,0,22.5,"(20.0, 30.0]",-inf,"(20.0, 30.0]"
Databases: Modeling and Theory,0,Self-paced on your time,Stanford University,Introductory,Computer Science,English,English,8–10 hours per week,2 Weeks,FREE-Add a Verified Certificate for $50 USD,9.0,50,2,0,18.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
"Islamic Banking: Principles, Practice and Risk Management",0,Self-paced on your time,The Islamic Research and Training Institute,Introductory,Economics & Finance,English,English,3–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,4,0,18.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Liderazgo orientado al florecimiento humano,7911,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,Español,Español,5–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,6.5,149,4,1178739,26.0,"(20.0, 30.0]",8.976009475021396,"(20.0, 30.0]"
Software Construction: Object-Oriented Design,23100,Self-paced on your time,University of British Columbia,Intermediate,Computer Science,English,English,8–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $125 USD,9.0,125,6,2887500,54.0,"(50.0, 60.0]",10.047587896509885,"(50.0, 60.0]"
"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",0,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,English,2–3 hours per week,7 Weeks,FREE-Add a Verified Certificate for $199 USD,2.5,199,7,0,17.5,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Fondements de l’économie sociale et solidaire,0,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,Français,Français,2–3 hours per week,12 Weeks,FREE-Add a Verified Certificate for $50 USD,2.5,50,12,0,30.0,"(20.0, 30.0]",-inf,"(20.0, 30.0]"
The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941,Self-paced on your time,Columbia University,Introductory,History,English,English,6–8 hours per week,12 Weeks,FREE-Add a Verified Certificate for $50 USD,7.0,50,12,897050,84.0,"(80.0, 100.0]",9.794843875419385,"(80.0, 100.0]"
Innovation Strategies for Electric Mobility: The StreetScooter Case,0,Self-paced on your time,RWTH Aachen University,Intermediate,Business & Management,English,English,2–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $99 USD,3.0,99,6,0,18.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Sustainable Energy,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Energy & Earth Sciences,English,English,8–12 hours per week,13 Weeks,FREE-Add a Verified Certificate for $149 USD,10.0,149,13,0,130.0,"(100.0, inf]",-inf,"(100.0, inf]"
Designing and Leading Learning Systems,11895,Self-paced on your time,The University of Michigan,Advanced,Education & Teacher Training,English,English,2–4 hours per week,8 Weeks,FREE-Add a Verified Certificate for $199 USD,3.0,199,8,2367105,24.0,"(20.0, 30.0]",9.383873422737057,"(20.0, 30.0]"
How the U.S. Government Works & How to Get Involved,5930,Self-paced on your time,Georgetown University,Introductory,Social Sciences,English,English,4–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,6,290570,27.0,"(20.0, 30.0]",8.68777949199177,"(20.0, 30.0]"
Inspiring and Motivating Arts and Culture Teams,10817,Self-paced on your time,The University of Michigan,Introductory,Business & Management,English,English,3–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,5,530033,20.0,"(10.0, 20.0]",9.28887424963029,"(10.0, 20.0]"
Principles of Microeconomics: An Economist Way of Thinking,0,Self-paced on your time,The University of Queensland,Intermediate,Economics & Finance,English,English,1–2 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,1.5,149,6,0,9.0,"(0.0, 10.0]",-inf,"(0.0, 10.0]"
A System View of Communications: From Signals to Packets (Part 1),34261,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,English,English,4–6 hours per week,7 Weeks,FREE-Add a Verified Certificate for $60 USD,5.0,60,7,2055660,35.0,"(30.0, 40.0]",10.441762960010218,"(30.0, 40.0]"
"Invasions, Rebellions, and the Fall of Imperial China",41537,Self-paced on your time,Harvard University,Introductory,History,English,"English, 中文",1–3 hours per week,15 Weeks,FREE-Add a Verified Certificate for $139 USD,2.0,139,15,5773643,30.0,"(20.0, 30.0]",10.634339875274723,"(20.0, 30.0]"
AP® English Literature & Composition – Part 3: Plays,6443,Self-paced on your time,"University of California, Berkeley",Introductory,Humanities,English,English,4–5 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,7,315707,31.5,"(30.0, 40.0]",8.770749549138642,"(30.0, 40.0]"
Cómo implantar grupos de mejora de procesos,28100,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Business & Management,Español,Español,3–4 hours per week,8 Weeks,FREE-Add a Verified Certificate for $150 USD,3.5,150,8,4215000,28.0,"(20.0, 30.0]",10.243524855321837,"(20.0, 30.0]"
Proteins: Biology's Workforce,25893,Self-paced on your time,Rice University,Intermediate,Biology & Life Sciences,English,English,4–6 hours per week,5 Weeks,FREE-Add a Verified Certificate for $169 USD,5.0,169,5,4375917,25.0,"(20.0, 30.0]",10.161727940887767,"(20.0, 30.0]"
Introducción a los ritmos y relojes biológicos,6149,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"English, Español",6–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,7.0,50,4,307450,28.0,"(20.0, 30.0]",8.724044745953469,"(20.0, 30.0]"
Linear Algebra I: Linear Equations,0,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Math,English,English,5–6 hours per week,3 Weeks,FREE-Add a Verified Certificate for $199 USD,5.5,199,3,0,16.5,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,English,English,4–5 hours per week,7 Weeks,FREE-Add a Verified Certificate for $169 USD,4.5,169,7,1724645,31.5,"(30.0, 40.0]",9.230633075243945,"(30.0, 40.0]"
Fundamentos de Electromagnetismo para Ingeniería,15040,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,Español,4–5 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,7,736960,31.5,"(30.0, 40.0]",9.618468597503831,"(30.0, 40.0]"
Sustainable Food Systems: A Mediterranean Perspective,6480,Self-paced on your time,SDG Academy,Intermediate,Food & Nutrition,English,"English, Français, Italiano",2–4 hours per week,10 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,10,317520,30.0,"(20.0, 30.0]",8.776475789346321,"(20.0, 30.0]"
Scripting and Programming Foundations,0,Self-paced on your time,Western Governors University,Introductory,Computer Science,English,English,9–10 hours per week,8 Weeks,FREE-Add a Verified Certificate for $299.70 USD,9.5,299,8,0,76.0,"(70.0, 80.0]",-inf,"(70.0, 80.0]"
Using GPUs to Scale and Speed-up Deep Learning,9294,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,3.0,99,5,920106,15.0,"(10.0, 20.0]",9.137124309644923,"(10.0, 20.0]"
StudioX: Creating a Course with edX Studio,20355,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,English,4–6 hours per week,3 Weeks,FREE-Add a Verified Certificate for $99 USD,5.0,99,3,2015145,15.0,"(10.0, 20.0]",9.921081860937079,"(10.0, 20.0]"
The Power of Data,0,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,English,English,1–5 hours per week,2 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,2,0,6.0,"(0.0, 10.0]",-inf,"(0.0, 10.0]"
Introducción a las ondas gravitacionales,8657,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"English, Español",5–7 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,6.0,50,4,432850,24.0,"(20.0, 30.0]",9.066123521215774,"(20.0, 30.0]"
